device,runner,a_dtype,b_dtype,group_size,m,k,n,latency
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,64,8192,8192,0.07884799689054489
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,64,8192,8192,0.10649599879980087
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,64,8192,8192,0.4700160026550293
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,64,12288,8192,0.28467199206352234
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,64,12288,8192,0.1085439994931221
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,64,12288,8192,0.19859200716018677
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,64,12288,8192,0.11468800157308578
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,64,12288,8192,0.15052799880504608
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,64,12288,8192,0.719871997833252
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,128,8192,8192,0.21196800470352173
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,128,8192,8192,0.13420799374580383
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,128,8192,8192,0.2027519941329956
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,128,8192,8192,0.14336000382900238
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,128,8192,8192,0.12800000607967377
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,128,8192,8192,0.47675199806690216
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,128,12288,8192,0.2908160090446472
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,128,12288,8192,0.1945600062608719
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,128,12288,8192,0.30003198981285095
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,128,12288,8192,0.21094399690628052
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,128,12288,8192,0.17817600071430206
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,128,12288,8192,0.7331839799880981
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,256,8192,8192,0.2764799892902374
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,256,8192,8192,0.2539519965648651
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,256,8192,8192,0.3123199939727783
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,256,8192,8192,0.27238398790359497
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,256,8192,8192,0.2242559939622879
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,256,8192,8192,0.47513601183891296
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,256,12288,8192,0.40140798687934875
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,256,12288,8192,0.374783992767334
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,256,12288,8192,0.4628480076789856
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,256,12288,8192,0.4044800102710724
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,256,12288,8192,0.3307519853115082
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,256,12288,8192,0.7362560033798218
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,512,8192,8192,0.4904960095882416
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,512,8192,8192,0.5017440021038055
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,512,8192,8192,0.6062080264091492
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,512,8192,8192,0.6809599995613098
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,512,8192,8192,0.42188799381256104
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,512,8192,8192,0.5447679758071899
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,512,12288,8192,0.7690240144729614
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,512,12288,8192,0.7423999905586243
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,512,12288,8192,0.907263994216919
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,512,12288,8192,1.0588159561157227
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,512,12288,8192,0.6297600269317627
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint4b,128,512,12288,8192,0.8314880132675171
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,2,8192,8192,0.06758400052785873
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,2,12288,8192,0.08499199897050858
NVIDIA-GeForce-RTX-4090,torch-f16,float16,float16,-1,4,8192,8192,0.20377600193023682
NVIDIA-GeForce-RTX-4090,marlin,float16,uint4b,128,4,8192,8192,0.06233600154519081
NVIDIA-GeForce-RTX-4090,triton,float16,uint4b,128,4,8192,8192,0.10547199845314026
NVIDIA-GeForce-RTX-4090,mutis,float16,uint4b,128,4,8192,8192,0.058368001133203506
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,4,8192,8192,0.08142399787902832
NVIDIA-GeForce-RTX-4090,gemlite,float16,uint4b,128,1,8192,8192,0.06656000018119812
NVIDIA-GeForce-RTX-4090,triton,float16,uint8,128,1,8192,8192,0.1228799968957901
NVIDIA-GeForce-RTX-4090,bitblas,float16,uint8,128,1,8192,8192,0.10751999914646149
NVIDIA-GeForce-RTX-4090,mutis,float16,uint8,128,1,8192,8192,0.09830400347709656
NVIDIA-GeForce-RTX-4090,tilelp,float16,uint8,128,1,8192,8192,0.08601599931716919
NVIDIA-GeForce-RTX-4090,triton,float16,uint8,128,1,12288,8192,0.17817600071430206
